"prefix","danh từ: (ngôn ngữ học) tiền tố","'pri:fiks"
"monstrousness","danh từ: tính chất kỳ quái, tính chất quái dị","'mɔnstrəsnis"
"celticism","danh từ: phong tục tập quán Xen-tơ","'keltisizm"
"unaware","tính từ: không biết, không hay","'ʌbə'weə"
"absorbable","tính từ: có thể nuốt được; có thể bị hút","əb'sɔ:bəbl"
"supersacral","tính từ: (giải phẫu) trên xương cùng",",sju:pə'seikrəl"
"lambaste","ngoại động từ: (tiếng địa phương) đánh quật, vật","læm'beist"
"immeasurability","danh từ: tính vô hạn, tính mênh mông, tính không thể đo lường được","i,meʤərə'biliti"
"gig","danh từ: xe độc mã hai banh","gig"
"osculatory","tính từ: (toán học) mật tiếp","'ɔskjulətəri"
"sun-bonnet","danh từ: mũ che gáy (có miếng che gáy để tránh nắng, của phụ nữ)","'sʌn,bɔnit"
"radii","danh từ: (hoá học) Rađi","'reidjəm"
"viridescent","tính từ: xanh lục nhạt",",viri'desnt"
"schematic","tính từ: (thuộc) lược đồ, (thuộc) giản đồ, (thuộc) sơ đồ","ski'mætik"
"panzers","danh từ số nhiều: (thông tục) quân thiết giáp","'pæntsəz"
"sand-box","danh từ: (sử học) bình rắc cát (để thấm mực)","'sændbɔks"
"centralization","danh từ: sự tập trung",",sentrəlai'zeiʃn"
"boscage","danh từ: lùm cây","'bɔskidʤ"
"hospital","danh từ: bệnh viện, nhà thương","'hɔspitl"
"bowpot","danh từ: lọ (cắm) hoa","'baupɔt"
"pipeclay","danh từ: đất sét trắng (dùng làm tẩu thuốc lá)","'paipklei"
"bimetallist","danh từ: người tán thành chế độ hai bản vị (về tiền tệ)","bai'metəlist"
"floriterous","tính từ: có hoa, mang hoa","floriterous"
"organotherapeutics","danh từ: (y học) phép chữa bằng phủ tạng",",ɔ:gənou,θerəpi"
"none","danh từ: không ai, chẳng một ai, không người nào; không vật gì","nʌn"
"colonizer","danh từ: kẻ đi chiếm thuộc địa; tên thực dân","'kɔlənaizə"
"amativeness","danh từ: tính đa tình, tính thích yêu đương","'æmətivnis"
"leatherette","danh từ: da giả","'leðə'ret"
"wester","nội động từ: xoay về tây, quay về tây, đi về phưng tây","'west"
"inauspiciousness","danh từ: sự gở; sự bất hạnh, sự không may, sự rủi ro",",inɔ:s'piʃəsnis"
"diastase","danh từ: (hoá học) điastaza","'daiəsteis"
"co-ed","danh từ: ((viết tắt) của co-educated) (từ Mỹ,nghĩa Mỹ) nữ học sinh đại học (trong trường chung cho con trai và con gái)","'kou'ed"
"eccentric","danh từ: người lập dị, người kỳ cục","ik'sentrik"
"freak","danh từ: tính đồng bóng, tính hay thay đổi","fri:k"
"weazen","tính từ: khô xác, nhăn nheo","'wizn"
"announcer","danh từ: người loan báo, người báo tin","ə'naunsə"
"deny","ngoại động từ: từ chối, phản đối, phủ nhận","di'nai"
"poisoning","danh từ: sự đầu độc","'pɔizniɳ"
"weak-spirited","tính từ: mềm yếu, thiếu can đảm","'wi:k'spritid"
"trump","danh từ: (từ cổ,nghĩa cổ),  (thơ ca) kèn trompet","trʌmp"
"egotistical","tính từ: (thuộc) thuyết ta là nhất, (thuộc) thuyết ta là trên hết",",egou'tistik"
"argilliferous","tính từ: có sét",",ɑ:dʤi'lifərəs"
"octant","danh từ: Octan (một phần tám của vòng tròn); góc 45 độ, cung 45 độ (trên vòng tròn)","'ɔktənt"
"taro","danh từ,  số nhiều taros: (thực vật học) cây khoai sọ; cây khoai nước","'tɑ:rou"
"quotidian","tính từ: hằng ngày","kwɔ'tidiən"
"planking","danh từ: ván (lát sàn...)","'plæɳkiɳ"
"tartarian","tính từ: (thuộc) Tác-ta","tɑ:'teəriən"
"bob-sled","danh từ: xe trượt (để) chở gỗ (ở Ca-na-đa)","'bɔbsled"
"pteridology","danh từ: (thực vật học) khoa nghiên cứu dương xỉ",",pteri'dɔlədʤi"
"uninsurable","tính từ: không thể bảo hiểm được","'ʌnin'ʃuərəbl"
"intumescent","tính từ: sưng, phồng, cương",",intju:'mesnt"
"excursatory","tính từ: để xin lỗi, để cáo lỗi","eks'kju:zətəri"
"spring-cleaning","danh từ: sự quét dọn nhà cửa vào mùa xuân","'spriɳ,kli:niɳ"
"winker","danh từ: (thông tục) con mắt","'wi k"
"landgrave","danh từ: (sử học) lãnh chúa (ở nước Đức xưa)","'lændgreiv"
"leathern","tính từ: bằng da","'leðə:n"
"taoist","danh từ: người theo đạo Lão","'tɑ:ouist"
"trawler","danh từ: tàu đánh cá bằng lưới rà","'trɔ:lə"
"sigh","danh từ: tiếng thở dài","sai"
"caw","danh từ: tiếng quạ kêu","kɔ:"
"smoke-jack","danh từ: lò quay (thịt) bằng hơi nóng","'smoukdʤæk"
"non-aqueous","tính từ: không có nước, khô","'nɔn'eikwiəs"
"uprisen","nội động từ uprose; uprisen: thức dậy; đứng dậy","p'raiz"
"loader","danh từ: người khuân vác","'loudə"
"serriostrade","tính từ: có mỏ khía răng cưa (chim)",",seri'rɔstrit"
"gingivitis","danh từ: (y học) viêm lợi",",dʤindʤi'vaitis"
"respecter","danh từ: người hay thiên vị (kẻ giàu sang)","ris'pektə"
"flitter-mice","danh từ,  số nhiều flitter-mice: (động vật học) con dơi","flitter-mice"
"eroticism","danh từ: tư tưởng dâm dục; tính đa dâm","e'rɔtisizm"
"non-aggression pact","danh từ: hiệp ước không xâm phạm lẫn nhau","'nɔnə'greʃn'pækt"
"sovietize","ngoại động từ: xô viết hoá","'souviətaiz"
"languishing","tính từ: ốm mòn, tiều tuỵ","'læɳgwiʃiɳ"
"superciliousness","danh từ: tính kiêu kỳ, tính hợm hĩnh; vẻ ta đây",",sju:pə'siliəsnis"
"mellowness","danh từ: tính chất chín, tính ngọt dịu (quả)","'melounis"
"intermodulation","danh từ: (raddiô) sự điều biến qua lại","'intə,mɔdju'leiʃn"
"airily","phó từ: nhẹ nhàng, uyển chuyển","'eərili"
"aurist","danh từ: (y học) thầy thuốc chuyên khoa tai","'ɔ:rist"
"savagely","phó từ: dã man, man rợ, độc ác","'sævidʤli"
"ginger beer","danh từ: nước gừng (đồ uống ướp gừng)","'dʤindʤə'biə"
"rectilinearity","danh từ: (toán học) tính thẳng","'rekti,lini'æriti"
"relegate","ngoại động từ: loại bỏ, bỏ xó, bỏ riêng ra","'religeit"
"concomitant","tính từ: đi kèm với, đi đôi với, cùng xảy ra, đồng thời","kən'kɔmitənt"
"holiday","danh từ: ngày lễ, ngày nghỉ","'hɔlədi"
"feather-weight","danh từ: người hết sức nhẹ; vật hết sức nhẹ","'feðəweit"
"trigynous","tính từ: (thực vật học) có ba nhuỵ (hoa)","'tridʤinəs"
"palmary","tính từ: đoạt giải nhất, chiến thắng; trội nhất, ưu tú; đáng khen","'pælməri"
"arrowroot","danh từ: (thực vật học) cây hoàng tinh, cây dong","'ærəru:t"
"aides-de-camp","danh từ,  số nhiều aides-de-camp: (quân sự) sĩ quan phụ tá, sĩ quan hầu cận","'eiddə'ka:ɳ"
"straight-edge","danh từ: thước thẳng","'streitedʤ"
"well-behaved","tính từ: có hạnh kiểm tốt, có giáo dục","'welbi'heivd"
"disputatious","tính từ: thích bàn cãi, thích tranh luận, hay lý sự",",dispju:'teiʃəs"
"centrifugal","tính từ: ly tâm","sen'trifjugel"
"limelight","danh từ: đèn sân khấu; ánh sáng đèn","'laimlait"
"preachy","tính từ: thích thuyết giáo, thích thuyết đạo lý","'pri:tʃi"
"enravish","ngoại động từ: làm vô cùng thích thú, làm mê thích, làm mê mẩn","in'ræptʃə"
"incongruent","tính từ: không thích hợp, không phù hợp","in'kɔɳgruənt"
"tuck-in","danh từ","'tʌk'in"
"addison's disease","danh từ: (y học) bệnh A-đi-sơn","'ædisnzdi',zi:z"
"ground-hog","danh từ: (động vật học) con macmôt Mỹ","'graund'hɔg"
"sworn","danh từ: lời thề","sweə"
"pipeful","danh từ: tẩu (đầy) (thuốc lá)","'paipful"
"stow","ngoại động từ: xếp gọn ghẽ (hàng hoá...)","stou"
"inescapable","tính từ: không thể thoát được, không tránh được",",inis'keipəbl"
"surface-water","danh từ: (địa lý,địa chất) nước trên mặt","'sə:fis,wɔ:tə"
"unless","liên từ: trừ phi, trừ khi, nếu không","ən'les"
"dale","(thơ ca): thung lũng (miền bắc nước Anh)","deil"
"telephonically","phó từ: bằng điện thoại",",teli'fɔnikəli"
"insolvency","danh từ: tình trạng không trả được nợ","in'sɔlvənsi"
"simplicity","danh từ: tính đơn giản","sim'plisiti"
"plane chart","danh từ: bình đồ, hải đồ phẳng","'pleintʃɑ:t"
"kite-balloon","danh từ: (quân sự) khi cầu thủ do thám","'kaitbə,bu:n"
"shaving-brush","danh từ: chổi (xoa xà phòng) cạo râu","'ʃeiviɳbrʌʃ"
"monarchistic","tính từ: (thuộc) chủ nghĩa quân chủ, quân chủ chủ nghĩa","'mɔnəkistik"
"unimaginable","tính từ: không thể tưởng tượng được; kỳ quái, phi thường",",ʌni'mædʤinəbl"
"dismantle","ngoại động từ: dỡ hết vật che đậy, lột bỏ vật phủ ngoài","dis'mæntl"
"oiliness","danh từ: tính chất nhờn","'ɔilinis"
"egalitarian","danh từ: người theo chủ nghĩa quân bình","i,gæli'teəriən"
"cause-list","danh từ: (pháp lý) danh sách những vụ đem ra xử","'kɔ:zlist"
"dastardliness","danh từ: sự hèn nhát","'dæstədlinis"
"herpes","danh từ: (y học) bệnh ecpet, bệnh mụn giộp","'hə:pi:z"
"inky","tính từ: đen như mực","'iɳki"
"bicker","nội động từ: cãi nhau vặt","'bikə"
"falt-bottomed","tính từ: có đáy bằng (thuyền...)","'flæt'bɔtəmd"
"penitential","tính từ: ăn năn, hối lỗi; để sám hối",",peni'tenʃəri"
"stillion","danh từ: giá kê thùng rượu","'stiliɳ"
"teen-age","tính từ (từ Mỹ,nghĩa Mỹ): ở tuổi từ 13 đến 19","'ti:n,eidʤ"
"saloon","danh từ: phòng khách lớn, hội trường (ở khách sạn...)","sə'lu:n"
"sword-bill","danh từ: (động vật học) chim mỏ kiếm","'sɔ:dbil"
"dumbfound","ngoại động từ: làm chết lặng đi, làm không nói lên được nữa, làm điếng người","dʌm'faund"
"faith-healer","danh từ: người chữa bệnh bằng cầu khẩn, người chữa bệnh bằng lòng tin","'feiθ,kjuərə"
"coronated","tính từ: (thực vật học),  (động vật học) có vành","'kɔrəneit"
"metallise","ngoại động từ: chế thành kin loại","'metəlaiz"
"valueless","tính từ: không có giá trị","'vælvlis"
"kulak","danh từ: phú nông,  cu-lắc (Nga)","ku:'lɑ:k"
"origin","danh từ: gốc, nguồn gốc, căn nguyên, khởi nguyên","'ɔridʤin"
"geosynclinal","danh từ: (địa lý,ddịa chất) địa máng",",dʤi:ousin'klainəl"
"inadvertent","tính từ: vô ý, không chú ý; thiếu thận trọng, sơ xuất, cẩu thả",",inəd'və:tənt"
"briefing","danh từ: (quân sự) chỉ thị, lời chỉ dẫn (về chiến thuật...)","'bri:fiɳ"
"otology","danh từ: (y học) khoa tai","ou'tɔlədʤi"
"umber","danh từ: màu nâu đen","'ʌmbə"
"carriageable","tính từ: xe chạy được (đường sá)","'kæridʤəbl"
"warfare","danh từ: (quân sự) chiến tranh","'wɔ:feə"
"money-grubber","danh từ: kẻ bo bo giữ tiền","'mʌni,grʌbə"
"catalogue","danh từ: bản liệt kê mục lục","'kætəlɔg"
"coal-bed","danh từ: vỉa than","'koulbed"
"whipper-snapper","danh từ: (thông tục) nhóc con bắng nhắng, nhóc con hay quấy rầy","'wip ,sn p"
"fled","thời quá khứ & động tính từ quá khứ của flee: ","fled"
"unsalability","danh từ: (thưng nghiệp) tình trạng không thể bán được","' n,seil 'biliti"
"colt","danh từ: ngựa non","koult"
"platan","danh từ: (thực vật học) cây tiêu huyền ((cũng) plane)","'plætən"
"swither","danh từ: (Ê-cốt) sự nghi ngờ; sự phân vân, sự lưỡng lự","'swiðə"
"drawing-block","danh từ: sổ lề để vẽ","'drɔ:iɳblɔk"
"cloy","ngoại động từ: làm cho phỉ; làm cho chán, làm phát ngấy ((nghĩa đen) & (nghĩa bóng))","klɔi"
"dotty","tính từ: có chấm, lấm chấm","'dɔti"
"vinegar","danh từ: giấm","'vinigə"
"devilism","danh từ: tính hung ác, tính hung bạo, tính độc ác, tính ác nghiệt","'devlizm"
"soprani","danh từ,  số nhiều sopranos,  soprani: (âm nhạc) giọng nữ cao","sə'prɑ:nou"
"objectify","ngoại động từ: làm thành khách quan; thể hiện khách quan","ɔb'dʤektifai"
"incarceration","danh từ: sự bỏ tù, sự tống giam","in,kɑ:sə'reiʃn"
"scent-organ","danh từ: (động vật học) túi xạ; tuyến thơm","'sent,ɔ:gən"
"squeak","danh từ: tiếng rúc rích, tiếng chít chít (chuột)","skwi:k"
"commensurableness","danh từ: tính có thể so được với nhau","kə,menʃərə'biliti"
"dug","thời quá khứ & động tính từ quá khứ của dig: vú, đầu vú, núm vú (của thú cái, không dùng cho đàn bà trừ khi ngụ ý khinh bỉ)","dʌg"
"swivel seat","danh từ: ghế quay","'swivl'tʃeə"
"shell-proof","tính từ: chống được đạn đại bác, chống được trái phá; trái phá bắn không thủng","'ʃelpru:f"
"unwavering","tính từ: không rung rinh, không lung lay","n'weiv ri"
"cross-bones","danh từ số nhiều: hình xương chéo (đặt dưới hình sọ đầu lâu, dùng trong tượng trưng cho cái chết hoặc sự nguy hiểm chết người)","'krɔsbounz"
"outpouring","danh từ: sự đổ ra, sự chảy tràn ra","'aut,pɔ:riɳ"
"flake","danh từ: giàn, giá phơi (để phơi cá...)","fleik"
"rebus","danh từ: câu đố bằng hình vẽ, bài thơ đố bằng hình vẽ","'ri:bəs"
"observational","tính từ: (thuộc) sự quan sát, (thuộc) sự theo dõi",",ɔbzə:'veiʃənl"
"amphitheatrical","tính từ: (thuộc) giảng đường",",æmfiθi'ætrikəl"
"sunn","danh từ: (thực vật học) cây lục lạc ((cũng) sunn hemp)","sʌn"
"miser","danh từ: người keo kiệt, người bủn xỉn","'maizə"
"femininity","danh từ: (như) feminineness","femi'niniti"
"gangster","danh từ: kẻ cướp,  găngxtơ","'gæɳstə"
"toughen","ngoại động từ: làm dai, làm bền, làm cứng rắn, làm dẻo dai, làm quen chịu đựng (gian khổ...), tôi luyện","'tʌfn"
"barrister-at-law","danh từ,  số nhiều barristers-at-law: (như) barrister","'bæristərət'lɔ:"
"take-in","danh từ: sự lừa gạt, sự lừa phỉnh","'teik'in"
"infer","ngoại động từ: suy ra, luận ra; kết luận, đưa đến kết luận","in'fə:"
"melting-pot","danh từ: nồi đúc, nồi nấu kim loại","'meltiɳ'pɔt"
"mongrelize","ngoại động từ: lai giống","'mʌɳgrəlaiz"
"three-cornered","tính từ: có ba góc","'əri:'kɔ:nəd"
"wickedness","danh từ: tính chất đồi bại","'wikidnis"
"whene'er","phó từ & liên từ: (th ca) (như) whenever","wen'e"
"crown","danh từ: mũ miện; vua, ngôi vua","kraun"
"noble","tính từ: (thuộc) quý tộc, quý phái","'noubl"
"red-necked","tính từ: có cổ đỏ","'red'nekt"
"ogive","danh từ: hình cung nhọn; vòm hình cung nhọn","'oudʤaiv"
"sinless","tính từ: vô tội","'sinlis"
"three-point landing","danh từ: (hàng không) sự hạ cánh an toàn","'θri:pɔint'lændiɳ"
"rakety","tính từ: ồn ào, om sòm, huyên náo","'rækili"
"hermitical","tính từ: (thuộc) nhà ẩn dật; thích hợp với nhà ẩn dật","hə:'mitik"
"foreseen","ngoại động từ foresaw,  foreseen: nhìn thấy trước, dự kiến trước, đoán trước, biết trước","fɔ:'si:"
"fats","danh từ: (Fats) (dùng như số ít) (từ Mỹ,nghĩa Mỹ),  (như) fatso","fæts"
"imbody","ngoại động từ: (từ Mỹ,nghĩa Mỹ) (như) embody","im'bɔdi"
"tailor","danh từ: thợ may","'teilə"
"investiture","danh từ ((cũng) investment): lễ phong chức","in'vestitʃə"
"underexposed","tính từ: (nhiếp ảnh) chụp non (phim)","'ʌndəriks'pouzd"
"unsymmetrical","tính từ: không đối xứng, không cân đối","' nsi'metrik l"
"abortifacient","tính từ: phá thai, làm sẩy thai","ə'bɔ:ti'feiʃənt"
"falling star","danh từ: sao băng","'fɔ:liɳ'stɑ:"
"obey","động từ: vâng lời nghe lời, tuân theo, tuân lệnh","ə'bei"
"relent","nội động từ: bớt nghiêm khắc, trở nên thuần tính, dịu lại","ri'lent"
"demagogical","tính từ: mị dân",",demə'gɔgik"
"n","danh từ,  số nhiều N's: n","en"
"milk and honey","danh từ: cảnh phong lưu","'milkənd'hʌni"
"sophistication","danh từ: sự nguỵ biện","sə,fisti'keiʃn"
"photophobia","danh từ: (y học) chứng sợ ánh sáng",",foutə'foubiə"
"obsolescence","danh từ: sự không còn dùng nữa, tính cũ đi",",ɔbsə'lesns"
"uncorroborated","tính từ: không được chứng thực, không được xác nhận","'ʌnkə'rɔbəreitid"
"anhydride","danh từ: (hoá học) Anhydrit","æn'haidraid"
"haggish","tính từ: (thuộc) mụ phù thuỷ; như mụ phù thuỷ","'hægiʃ"
"pragmatical","tính từ:<i> (pragmatical) /præg'mætikəl/</i>: (triết học) thực dụng","præg'mætik"
"nude","tính từ: trần, trần truồng, khoả thân","nju:d"
"outbalance","ngoại động từ: nặng hơn","aut'bæləns"
"byre","danh từ: chuồng bò","'baiə"
"bunny","danh từ: khuấy 6","'bʌɳni"
"enroll","ngoại động từ: tuyển (quân...)","in'roul"
"pyrrhonist","danh từ: (triết học) người theo chủ nghĩa hoài nghi của Pi-rô","'pirənist"
"vexatiousness","danh từ: tính chất làm bực mình, tính chất phiền phức","vek'seiʃəsnis"
"disguise","danh từ: sự trá hình, sự cải trang","dis'gaiz"
"dulcify","ngoại động từ: làm dịu, làm êm dịu","'dʌlsifai"
"house-agent","danh từ: người môi giới thuê nhà; người môi giới bán nhà","'haus,eidʤənt"
"canoeist","danh từ: người bơi xuồng; người thích bơi xuồng","kə'nu:ist"
"dynastic","tính từ: (thuộc) triều đại, (thuộc) triều vua","di'næstik"
"slum-clearance","danh từ: sự phá bỏ những khu nhà ổ chuột","'slʌm,kliərəns"
"retuse","tính từ: (thực vật học) rộng đầu (lá)","ri'tju:s"
"brogue","danh từ: giày vò (bằng da không thuộc để đi núi...)","broug"
"mountebankery","danh từ: thủ đoạn lừa gạt của bọn bán thuốc rong; thủ đoạn lừa gạt của lang băm","'mauntibæɳkəri"
"frillery","danh từ: sự làm diềm bằng vải xếp nếp","'friləri"
"overweening","tính từ: quá tự cao, quá tự phụ, quá tự tin, vênh váo ta đây",",ouvə'wi:niɳ"
"putt","danh từ ((cũng) put): (thể dục,thể thao) cú đánh nhẹ (quả bóng) vào lỗ đánh gôn","pʌt"
"diamond-drill","danh từ: khoan có mũi kim cương","'daiəmənd'dril"
"steel wool","danh từ: bùi nhùi thép (để rửa bát)","'sti:l'wu:l"
"pleomorphic","tính từ: (hoá học) nhiều hình (tinh thể)","pli:ə'mɔ:fik"
"meteoric","tính từ: (thuộc) sao băng, như sao băng",",mi:ti'ɔrik"
"swindlingly","phó từ: lừa đảo, bịp bợm","'swindliɳli"
"silex","danh từ: đá lửa","'saileks"
"abstruse","tính từ: khó hiểu","æb'stru:s"
"spadger","danh từ: (từ lóng) chim sẻ","'spædʤə"
"night-clothes","danh từ: quần áo ngủ","'naitklouðz"
"levantine","tính từ (Levantine): cận đông","'levəntain"
"sewing silk","danh từ: chỉ tơ xe","'souiɳ'silk"
"mystify","nội động từ: làm bối rối, làm hoang mang","'mistifai"
"thermostatics","danh từ,  số nhiều dùng như số ít: nhiệt tĩnh học","'θə:moustætiks"
"idiomatic","tính từ: (thuộc) thành ngữ; có tính chất thành ngữ",",idiə'mætik"
"tarpon","danh từ: (động vật học) cá cháo","'tɑ:pɔn"
"baton","danh từ: dùi cui (cảnh sát)","'bætən"
"bone-shaker","danh từ: (thông tục) xe đạp bánh đặc; xe đạp cà tàng","'boun,ʃeikə"
"elf-locks","danh từ: mớ tóc rối","'elflɔk"
"bamboozlement","danh từ: (từ lóng) sự bịp, sự lừa bịp","bæm'bu:zlmənt"
"politic","tính từ: thận trọng, khôn ngoan, khôn khéo;; sáng suốt, tinh tường, sắc bén (về chính trị...) (người, hành động)","'pɔlitik"
"unsmiling","tính từ: không cười; nghiêm trang, nghiêm nghị","' n'smaili"
"gorgonize","ngoại động từ: ((thường) :<i> at) nhìn trừng trừng</i>","'gɔ:gənaiz"
"intumesce","nội động từ: sưng, phồng, cương lên",",intju:'mes"
"declamatory","tính từ: có tính chất ngâm, có tính chất bình","di'klæmətəri"
"whiplash","danh từ: dây buộc đầu roi","'wipl"
"immaculate","tính từ: tinh khiết, trong trắng, không vết","i'mækjulit"
"wardrobe","danh từ: tủ quần áo","'wɔ:droub"
"imaginary","tính từ: tưởng tượng, không có thực, ảo","i'mædʤinəri"
"dog-weary","tính từ: mệt lử, mệt rã rời","'dɔg'taiəd"
"ask","động từ: hỏi","ɑ:sk"
"presumable","tính từ: có thể được, có thể cho là đúng, có thể cầm bằng; có thể đoán chừng","pri'zju:məbl"
"jest","danh từ: lời chế nhạo, lời chế giễu, lời giễu cợt","dʤest"
"ichnology","danh từ: khoa nghiên cứu dấu chân hoá thạch","ik'nɔlədʤi"
"loose-tongued","tính từ: ba hoa, nói năng bừa bãi","'lu:stʌɳd"
"peep-show","danh từ: trò xem ảnh qua lỗ nhòm (có kính phóng to)","'pi:pʃou"
"peltate","tính từ: (thực vật học) hình khiên","'pelti:"
"migratory","tính từ: di trú, nay đây mai đó","mai'greitəri"
"qualyficatory","tính từ: làm cho có đủ tư cách","'kwɔlifikətəri"
"tangerine","danh từ: quả quít ((cũng) tangerine orange)",",tændʤə'ri:n"
"desecrate","ngoại động từ: làm mất tính thiêng liêng","'desikreit"
"receipt-book","danh từ: số tiền nhận; quyển biên lai","ri'si:tbuk"
"four-course","tính từ: có bốn vụ, quay vòng bốn vụ (mùa gieo trồng)","'fɔ:'kɔ:s"
"retractility","danh từ: tính co rút",",ri:træk'tiliti"
"earth-born","tính từ: trần tục","'ə:θbɔ:n"
"babble","danh từ:<i> (babblement)</i>: tiếng bập bẹ, tiếng bi bô (trẻ con)","'bæbl"
"scoriae","danh từ,  số nhiều scoriae: xỉ","scoria"
"user","danh từ: người dùng, người hay dùng","'ju:z"
"adder's tongue","danh từ: (thực vật học) cây lưỡi rắn (dương xỉ)","'ædəspit"
"state chamber","danh từ: phòng khánh tiết (dành cho những lễ lớn của nhà nước)","'steit'tʃæmbə"
"space age","danh từ: thời dại du hành vũ trụ (kể từ ngày phóng vệ tinh nhân tạo đầu tiên 4 20 2957)","'speis'eidʤ"
"betterment","danh từ: sự làm tốt hơn, sự cải tiến, sự cải thiện","'betəmənt"
"acidly","phó từ: chua chát, gay gắt","'æsidli"
"spectre","danh từ: (nghĩa bóng) ma","'spektə"
"annulate","tính từ: (số nhiều) có đốt","'ænjuleit"
"overfull","tính từ: đầy quá","'ouvə'ful"
"abortive","tính từ: đẻ non","ə'bɔ:tiv"
"indiscipline","danh từ: sự vô kỷ luật","in'disiplin"
"transcend","ngoại động từ: vượt quá, hơn","træn'send"
"hurdle","danh từ: bức rào tạm thời (để quây súc vật...)","'hə:dl"
"traveller","danh từ: người đi du lịch, người du hành","'trævlə"
"prognostication","danh từ: sự báo trước, sự đoán trước, sự nói trước","prognostication"
"uncushioned","tính từ: không kê gối, không lót gối; không có nệm (ghế)","'ʌn'kuʃnd"
"dress rehearsal","danh từ: (sân khấu) buổi tổng duyệt (có mặc quần áo, hoá trang như diễn thật)","'dresri'hə:səl"
"aliment","danh từ: đồ ăn","'ælimənt"
"carpet-bagger","danh từ: người ứng cử (quốc hội...) ở ngoài địa hạt của mình; người vận động về chính trị ngoài địa hạt của mình","'kɑ:pit,bægə"
"enshroud","ngoại động từ: bọc kín (như liệm); phủ kín, che lấp","in'ʃraud"
"suspicious","tính từ: đáng ngờ, khả nghi; ám muội, mập mờ (thái độ...)","səs'piʃəs"
"kilocalorie","danh từ: kilôcalo","'kilou,kæləri"
"unvalued","tính từ: (tài chính) không có giá, không định giá","' n'v lju:d"
"baggy","tính từ: rộng lùng thùng, phồng ra (quần...; phì ra","'bægl"
"saturnic","tính từ: (y học) bị nhiễm độc chì","sæ'tə:nik"
"forager","danh từ: người cắt cỏ (cho súc vật)","'fɔridʤə"
"medical","tính từ: y, y học","'medikəl"
"propagandist","danh từ: nhân viên tuyên truyền","propagandist"
"oxygenate","ngoại động từ: (hoá học) Oxy hoá","ɔk'sidʤineit"
"apocarpous","tính từ: (thực vật học) có lá noãn rời",",æpou'kɑ:pəs"
"tusser","danh từ: lụa tuytxo ((từ Mỹ,nghĩa Mỹ) (cũng) tussah)","'tʌsə"
"phrenological","tính từ: (thuộc) não tướng học",",frenə'lɔdʤikəl"
"humanly","phó từ: với cái nhìn của con người, với cung cách con người; với tình cảm con người; bằng những phương tiện thông thường của con người; trong phạm vi hiểu biết của con người","'hju:mənli"
"hook","danh từ: cái móc, cái mác","huk"
"bodied","tính từ: có thân thể ((thường) ở từ ghép)","'bɔdid"
"paranoea","danh từ: (y học) Paranoia, chứng hoang tưởng bộ phận",",pærə'ni:ə"
"sabbatize","động từ: theo tục nghỉ ngày xaba","'sæbətaiz"
"mnemonics","danh từ,  số nhiều dùng như số ít: thuật nh","ni:'mɔniks"
"roasting-jack","danh từ: xiên nướng thịt","'roustiɳdʤæk"
"anaclastic","tính từ: (thuộc) khúc xạ; có tính khúc xạ",",ænə'klæstik"
"stenciller","danh từ: người làm khuôn tô","'stensilə"
"recant","động từ: công khai, rút lui và từ bỏ; công khai rút (ý kiến...)","ri'kænt"
"unvarnished"," n'v :ni t/","' n'v :ni t -  n'v :ni t"
"pernorate","nội động từ: kết luận bài diễn văn","'perəreit"
"porous","tính từ: rỗ, thủng tổ ong","'pɔ:rəs"
"brown-shirt","danh từ: đảng viên đảng Quốc xã (Đức)","'braunʃə:t"
"loud speaker","danh từ: (raddiô) cái loa; cái phóng thanh ((cũng) speaker)","'laud'spi:kə"
